m,TagName,
"2016-11-01 00:00:00","java","15638"
"2016-11-01 00:00:00","javascript","20496"
"2016-11-01 00:00:00","perl","372"
"2016-11-01 00:00:00","php","11913"
"2016-11-01 00:00:00","python","14171"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4362"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10680"
"2016-12-01 00:00:00","c++","5219"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13830"
"2016-12-01 00:00:00","javascript","19781"
"2016-12-01 00:00:00","perl","337"
"2016-12-01 00:00:00","php","11454"
"2016-12-01 00:00:00","python","13035"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2755"
"2017-01-01 00:00:00","c#","11685"
"2017-01-01 00:00:00","c++","5644"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14542"
"2017-01-01 00:00:00","javascript","21372"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12577"
"2017-01-01 00:00:00","python","14259"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2724"
"2017-02-01 00:00:00","c#","11475"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14544"
"2017-02-01 00:00:00","javascript","21167"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12456"
"2017-02-01 00:00:00","python","14760"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1623"
"2017-02-01 00:00:00","swift","4050"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c","2965"
"2017-03-01 00:00:00","c#","12976"
"2017-03-01 00:00:00","c++","6215"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17287"
"2017-03-01 00:00:00","javascript","23681"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","14009"
"2017-03-01 00:00:00","python","17116"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4609"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11077"
"2017-04-01 00:00:00","c++","5868"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15910"
"2017-04-01 00:00:00","javascript","21213"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12372"
"2017-04-01 00:00:00","python","15638"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3907"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11966"
"2017-05-01 00:00:00","c++","5295"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16317"
"2017-05-01 00:00:00","javascript","22371"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13001"
"2017-05-01 00:00:00","python","16177"
"2017-05-01 00:00:00","r","4312"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4089"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2348"
"2017-06-01 00:00:00","c#","11291"
"2017-06-01 00:00:00","c++","4678"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14601"
"2017-06-01 00:00:00","javascript","21556"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11708"
"2017-06-01 00:00:00","python","15997"
"2017-06-01 00:00:00","r","4446"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4193"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2041"
"2017-07-01 00:00:00","c#","11191"
"2017-07-01 00:00:00","c++","5012"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14105"
"2017-07-01 00:00:00","javascript","21590"
"2017-07-01 00:00:00","perl","324"
"2017-07-01 00:00:00","php","11728"
"2017-07-01 00:00:00","python","16906"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10940"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","java","13741"
"2017-08-01 00:00:00","javascript","21317"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11602"
"2017-08-01 00:00:00","python","16462"
"2017-08-01 00:00:00","r","4566"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4176"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2099"
"2017-09-01 00:00:00","c#","9861"
"2017-09-01 00:00:00","c++","4464"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12732"
"2017-09-01 00:00:00","javascript","18971"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10655"
"2017-09-01 00:00:00","python","15441"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3758"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2773"
"2017-10-01 00:00:00","c#","10218"
"2017-10-01 00:00:00","c++","5213"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13987"
"2017-10-01 00:00:00","javascript","19840"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10794"
"2017-10-01 00:00:00","python","16932"
"2017-10-01 00:00:00","r","4543"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9777"
"2017-11-01 00:00:00","c++","5031"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","java","14156"
"2017-11-01 00:00:00","javascript","19388"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10565"
"2017-11-01 00:00:00","python","16955"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2192"
"2017-12-01 00:00:00","c#","8589"
"2017-12-01 00:00:00","c++","4453"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","java","11963"
"2017-12-01 00:00:00","javascript","16945"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9096"
"2017-12-01 00:00:00","python","14926"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3198"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2212"
"2018-01-01 00:00:00","c#","9359"
"2018-01-01 00:00:00","c++","4748"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12329"
"2018-01-01 00:00:00","javascript","18879"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10076"
"2018-01-01 00:00:00","python","16223"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3737"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2141"
"2018-02-01 00:00:00","c#","8570"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12014"
"2018-02-01 00:00:00","javascript","17205"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9092"
"2018-02-01 00:00:00","python","16291"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3400"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","c#","9779"
"2018-03-01 00:00:00","c++","5175"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13542"
"2018-03-01 00:00:00","javascript","19129"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9798"
"2018-03-01 00:00:00","python","17887"
"2018-03-01 00:00:00","r","5105"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4046"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9228"
"2018-04-01 00:00:00","c++","4658"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13467"
"2018-04-01 00:00:00","javascript","17938"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8912"
"2018-04-01 00:00:00","python","16962"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","987"
"2018-04-01 00:00:00","swift","3566"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9917"
"2018-05-01 00:00:00","c++","4681"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13443"
"2018-05-01 00:00:00","javascript","18046"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9421"
"2018-05-01 00:00:00","python","17555"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3614"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1833"
"2018-06-01 00:00:00","c#","8781"
"2018-06-01 00:00:00","c++","4091"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11769"
"2018-06-01 00:00:00","javascript","17168"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8397"
"2018-06-01 00:00:00","python","16790"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1599"
"2018-07-01 00:00:00","c#","9393"
"2018-07-01 00:00:00","c++","3909"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11734"
"2018-07-01 00:00:00","javascript","17798"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8522"
"2018-07-01 00:00:00","python","17923"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1678"
"2018-08-01 00:00:00","c#","9473"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11285"
"2018-08-01 00:00:00","javascript","17839"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8449"
"2018-08-01 00:00:00","python","17721"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3563"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1832"
"2018-09-01 00:00:00","c#","8349"
"2018-09-01 00:00:00","c++","3736"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","672"
"2018-09-01 00:00:00","java","10700"
"2018-09-01 00:00:00","javascript","15985"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7630"
"2018-09-01 00:00:00","python","16001"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3136"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2445"
"2018-10-01 00:00:00","c#","9328"
"2018-10-01 00:00:00","c++","4300"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12477"
"2018-10-01 00:00:00","javascript","17391"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8129"
"2018-10-01 00:00:00","python","18134"
"2018-10-01 00:00:00","r","4355"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3263"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2519"
"2018-11-01 00:00:00","c#","8458"
"2018-11-01 00:00:00","c++","4334"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11677"
"2018-11-01 00:00:00","javascript","16160"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","python","17999"
"2018-11-01 00:00:00","r","4224"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2188"
"2018-12-01 00:00:00","c#","7533"
"2018-12-01 00:00:00","c++","3552"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10423"
"2018-12-01 00:00:00","javascript","14255"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6179"
"2018-12-01 00:00:00","python","15706"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2778"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2278"
"2019-01-01 00:00:00","c#","8729"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11000"
"2019-01-01 00:00:00","javascript","16002"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","php","7145"
"2019-01-01 00:00:00","python","16925"
"2019-01-01 00:00:00","r","3941"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2902"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8337"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10970"
"2019-02-01 00:00:00","javascript","15669"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7241"
"2019-02-01 00:00:00","python","17508"
"2019-02-01 00:00:00","r","4245"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2675"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2377"
"2019-03-01 00:00:00","c#","8942"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12011"
"2019-03-01 00:00:00","javascript","17306"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7748"
"2019-03-01 00:00:00","python","19870"
"2019-03-01 00:00:00","r","4487"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2942"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9095"
"2019-04-01 00:00:00","c++","4368"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11141"
"2019-04-01 00:00:00","javascript","16139"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7130"
"2019-04-01 00:00:00","python","19805"
"2019-04-01 00:00:00","r","4594"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3069"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2089"
"2019-05-01 00:00:00","c#","9003"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11067"
"2019-05-01 00:00:00","javascript","16113"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6915"
"2019-05-01 00:00:00","python","18884"
"2019-05-01 00:00:00","r","4291"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7589"
"2019-06-01 00:00:00","c++","3636"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9614"
"2019-06-01 00:00:00","javascript","14780"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5979"
"2019-06-01 00:00:00","python","17199"
"2019-06-01 00:00:00","r","3943"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3085"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1751"
"2019-07-01 00:00:00","c#","8427"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10807"
"2019-07-01 00:00:00","javascript","16127"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6633"
"2019-07-01 00:00:00","python","19726"
"2019-07-01 00:00:00","r","4197"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3033"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7692"
"2019-08-01 00:00:00","c++","3283"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9067"
"2019-08-01 00:00:00","javascript","15184"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5781"
"2019-08-01 00:00:00","python","17999"
"2019-08-01 00:00:00","r","3949"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2536"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2001"
"2019-09-01 00:00:00","c#","7832"
"2019-09-01 00:00:00","c++","3775"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9644"
"2019-09-01 00:00:00","javascript","14846"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5534"
"2019-09-01 00:00:00","python","16851"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2549"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2474"
"2019-10-01 00:00:00","c#","8395"
"2019-10-01 00:00:00","c++","4829"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","633"
"2019-10-01 00:00:00","java","11180"
"2019-10-01 00:00:00","javascript","15948"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6019"
"2019-10-01 00:00:00","python","20418"
"2019-10-01 00:00:00","r","4381"
"2019-10-01 00:00:00","ruby","848"
"2019-10-01 00:00:00","swift","3094"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2505"
"2019-11-01 00:00:00","c#","8010"
"2019-11-01 00:00:00","c++","4718"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10294"
"2019-11-01 00:00:00","javascript","15730"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6058"
"2019-11-01 00:00:00","python","20556"
"2019-11-01 00:00:00","r","4282"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2866"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2141"
"2019-12-01 00:00:00","c#","7192"
"2019-12-01 00:00:00","c++","4192"
"2019-12-01 00:00:00","delphi","127"
"2019-12-01 00:00:00","go","615"
"2019-12-01 00:00:00","java","8999"
"2019-12-01 00:00:00","javascript","14289"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5199"
"2019-12-01 00:00:00","python","18087"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2656"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2049"
"2020-01-01 00:00:00","c#","7785"
"2020-01-01 00:00:00","c++","4221"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9926"
"2020-01-01 00:00:00","javascript","15989"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5869"
"2020-01-01 00:00:00","python","19942"
"2020-01-01 00:00:00","r","4143"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2893"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c#","7700"
"2020-02-01 00:00:00","c++","4073"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","java","10018"
"2020-02-01 00:00:00","javascript","15719"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5645"
"2020-02-01 00:00:00","python","20001"
"2020-02-01 00:00:00","r","4672"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2756"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2477"
"2020-03-01 00:00:00","c#","7775"
"2020-03-01 00:00:00","c++","4637"
"2020-03-01 00:00:00","delphi","167"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11034"
"2020-03-01 00:00:00","javascript","17541"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5640"
"2020-03-01 00:00:00","python","22625"
"2020-03-01 00:00:00","r","5118"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3249"
"2020-04-01 00:00:00","c#","8563"
"2020-04-01 00:00:00","c++","6205"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12587"
"2020-04-01 00:00:00","javascript","20863"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6598"
"2020-04-01 00:00:00","python","27594"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3442"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3366"
"2020-05-01 00:00:00","c#","8577"
"2020-05-01 00:00:00","c++","6391"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11995"
"2020-05-01 00:00:00","javascript","21450"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6493"
"2020-05-01 00:00:00","python","29401"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3515"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2585"
"2020-06-01 00:00:00","c#","7888"
"2020-06-01 00:00:00","c++","5614"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10801"
"2020-06-01 00:00:00","javascript","19779"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5911"
"2020-06-01 00:00:00","python","27074"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3155"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2095"
"2020-07-01 00:00:00","c#","7800"
"2020-07-01 00:00:00","c++","5160"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10429"
"2020-07-01 00:00:00","javascript","19857"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5917"
"2020-07-01 00:00:00","python","26254"
"2020-07-01 00:00:00","r","4936"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2984"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1891"
"2020-08-01 00:00:00","c#","7049"
"2020-08-01 00:00:00","c++","4771"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9293"
"2020-08-01 00:00:00","javascript","18007"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4962"
"2020-08-01 00:00:00","python","23014"
"2020-08-01 00:00:00","r","4494"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2676"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2148"
"2020-09-01 00:00:00","c#","6445"
"2020-09-01 00:00:00","c++","3918"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8922"
"2020-09-01 00:00:00","javascript","16759"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4763"
"2020-09-01 00:00:00","python","21725"
"2020-09-01 00:00:00","r","4752"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2554"
"2020-10-01 00:00:00","assembly","342"
"2020-10-01 00:00:00","c","2365"
"2020-10-01 00:00:00","c#","6186"
"2020-10-01 00:00:00","c++","4319"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8920"
"2020-10-01 00:00:00","javascript","16407"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4574"
"2020-10-01 00:00:00","python","22773"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2320"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2694"
"2020-11-01 00:00:00","c#","5970"
"2020-11-01 00:00:00","c++","4314"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","526"
"2020-11-01 00:00:00","java","8465"
"2020-11-01 00:00:00","javascript","15503"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4605"
"2020-11-01 00:00:00","python","22154"
"2020-11-01 00:00:00","r","4801"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2159"
"2020-12-01 00:00:00","assembly","299"
